Id,Prediction
5277,5349715
5278,3716497
5279,4037962
5280,4307036
5281,4031088
5282,3874537
5283,3247768
5284,3417696
5285,4333010
5286,4249112
5287,4757788
5288,3639928
5289,4814043
5290,2586483
5291,3774114
5292,4374037
5293,4735434
5294,4945473
5295,3882725
5296,4267218
5297,4420748
5298,3288301
5299,3800719
5300,4587601
5301,4151992
5302,4737299
5303,4660134
5304,4592800
5305,4494797
5306,3026186
5307,4763762
5308,4098732
5309,4828883
5310,3236420
5311,3831855
5312,4399124
5313,4642487
5314,2605223
5315,4004932
5316,4536719
5317,3026404
5318,5393312
5319,3578955
5320,2504447
5321,3798553
5322,3587016
5323,2839247
5324,4221851
5325,3232249
5326,3615726
5327,3942571
5328,4035618
5329,4225368
5330,4799031
5331,4431985
5332,3995536
5333,5063084
5334,5489590
5335,4603533
5336,4068247
5337,4191941
5338,4571572
5339,5312892
5340,4562490
5341,5081105
5342,3497428
5343,3891064
5344,4441690
5345,5154652
5346,4450513
5347,4693419
5348,4441626
5349,4371521
5350,4323325
5351,3953234
5352,4265449
5353,2998430
5354,3150963
5355,4366172
5356,4728413
5357,4466051
5358,4425480
5359,3985038
5360,4579252
5361,4231151
5362,4223330
5363,3477000
5364,3473457
5365,4326266
5366,4850372
5367,5049525
5368,3545183
5369,4313774
5370,4710237
5371,4661116
5372,4233348
5373,5131406
5374,4973561
5375,3698584
5376,3406902
5377,3318756
5378,4452945
5379,4576083
5380,3816685
5381,5022563
5382,5243963
5383,4318947
5384,3899272
5385,4592401
5386,5075011
5387,4420472
5388,5001635
5389,3446996
5390,3617187
5391,4095045
5392,5093069
5393,4127087
5394,3629867
5395,4148411
5396,4776200
5397,2835435
5398,4262386
5399,4234835
5400,3300371
5401,4652407
5402,4628030
5403,4201033
5404,5317981
5405,3416499
5406,4187177
5407,4325967
5408,4391852
5409,3311512
5410,3701369
5411,3309901
5412,3570780
5413,2649201
5414,3736386
5415,5194020
5416,4145264
5417,3604999
5418,4191281
5419,3521422
5420,4011072
5421,4445322
5422,4323645
5423,4092998
5424,4423556
5425,5250896
5426,4057957
5427,3815022
5428,4642598
5429,4397701
5430,3905286
5431,3888888
5432,4679524
5433,5693049
5434,4601655
5435,4951744
5436,3808639
5437,4553392
5438,3615658
5439,5561271
5440,4512384
5441,4469061
5442,4777097
5443,5805660
5444,4835102
5445,5133980
5446,4078698
5447,3671164
5448,4428213
5449,4890182
5450,4253118
5451,3944916
5452,4130500
5453,4611675
5454,3285657
5455,2655228
5456,5153869
5457,3977697
5458,4301814
5459,4338220
5460,4052726
5461,4700853
5462,3371013
5463,4744218
5464,4471704
5465,3500573
5466,3918822
5467,4134457
5468,4856547
5469,4880737
5470,4371582
5471,3856442
5472,4532452
5473,3985687
5474,4053912
5475,4221566
5476,3879170
5477,4604299
5478,4234348
5479,5177683
5480,4535545
5481,4427805
5482,4889631
5483,4752890
5484,3732163
5485,5566009
5486,4987720
5487,4411331
5488,5294479
5489,5003552
5490,4925745
5491,4139198
5492,4043280
5493,4206482
5494,4497983
5495,4556075
5496,4360059
5497,4215746
5498,4886521
5499,5120322
5500,4682217
5501,4049737
5502,4439477
5503,4301220
5504,4577045
5505,4845319
5506,4771219
5507,4122114
5508,4035692
5509,4941990
5510,4625959
5511,3953417
5512,4109536
5513,4243136
5514,3724132
5515,4803881
5516,4613288
5517,3921825
5518,4384115
5519,3338922
5520,4249068
5521,4474218
5522,5435104
5523,3039040
5524,3639858
5525,3864692
5526,4132555
5527,4775374
5528,4868789
5529,3345581
5530,4022565
5531,3878665
5532,3819093
5533,4316335
5534,3732149
5535,4222668
5536,3984506
5537,4263197
5538,4444687
5539,4008238
5540,4128435
5541,5428893
5542,4221153
5543,2668503
5544,4875800
5545,5572510
5546,3404583
5547,4307632
5548,4829739
5549,4071336
5550,3941356
5551,4225145
5552,4989093
5553,3588165
5554,4094648
5555,4446244
5556,4209163
5557,4825742
5558,3720206
5559,3599394
5560,4436855
5561,4909360
5562,3984217
5563,4110022
5564,5381144
5565,4194206
5566,3876137
5567,3750959
5568,3933062
5569,5660503
5570,5211529
5571,4911294
5572,3986575
5573,3711448
5574,3957379
5575,5311440
5576,4232360
5577,3270322
5578,3761044
5579,3883304
5580,4233371
5581,4012183
5582,4958209
5583,3446469
5584,3435986
5585,3655461
5586,4638529
5587,4104790
5588,5630021
5589,3520085
5590,3691442
5591,3370289
5592,3865715
5593,4409181
5594,4286543
5595,3711960
5596,4306041
5597,3734914
5598,3875067
5599,3804172
5600,5313850
5601,3407219
5602,4562148
5603,4270933
5604,4294607
5605,5120315
5606,4600623
5607,4757717
5608,3543957
5609,3706711
5610,4226816
5611,3015673
5612,3940580
5613,4005446
5614,4257142
5615,3924186
5616,4177856
5617,5230814
5618,2867801
5619,4516414
5620,3093297
5621,4288920
5622,4408361
5623,3184073
5624,4054076
5625,3781120
5626,3962740
5627,3732253
5628,3885575
5629,4715703
5630,4095808
5631,3336430
5632,4806398
5633,3118875
5634,4646810
5635,3833172
5636,3208786
5637,4760231
5638,3678517
5639,3243537
5640,4477906
5641,3578308
5642,5006514
5643,3978318
5644,2971633
5645,4579868
5646,3698115
5647,4334558
5648,4053749
5649,3396834
5650,4142992
5651,4077842
5652,4449482
5653,3633997
5654,3773458
5655,4094188
5656,4747733
5657,3527069
5658,4778906
5659,3661600
5660,3742269
5661,4288076
5662,4543153
5663,4929975
5664,4302372
5665,4433996
5666,3034471
5667,4950966
5668,5076771
5669,5711150
5670,3581603
5671,3746592
5672,3738424
5673,3402107
5674,4584442
5675,4340945
5676,3045266
5677,4088303
5678,3481436
5679,4471157
5680,3969446
5681,4208774
5682,3971764
5683,4838182
5684,4133355
5685,3854780
5686,3956525
5687,4569218
5688,4876220
5689,4966087
5690,4291688
5691,3917297
5692,3825296
5693,4553462
5694,4376385
5695,4521889
5696,4210696
5697,3747852
5698,4685834
5699,4763122
5700,4802486
5701,3869716
5702,4163159
5703,4600786
5704,5065837
5705,4598934
5706,3569514
5707,3795926
5708,3706840
5709,3645968
5710,4925993
5711,4504677
5712,4885911
5713,4203543
5714,3604036
5715,3724536
5716,3824075
5717,4322624
5718,4856396
5719,3685831
5720,3965119
5721,3046882
5722,4421195
5723,3722590
5724,3511986
5725,4076233
5726,3786182
5727,3433663
5728,4586162
5729,4689789
5730,4041210
5731,4465453
5732,4476194
5733,4131105
5734,3937588
5735,4014786
5736,5667490
5737,3122174
5738,3139198
5739,4225145
5740,3434564
5741,3635096
5742,4056575
5743,3147814
5744,4101116
5745,4454570
5746,3824415
5747,4673726
5748,4579403
5749,4869243
5750,4910923
5751,4593211
5752,3721482
5753,4255370
5754,3502303
5755,4467915
5756,3795122
5757,5162575
5758,2940789
5759,4709656
5760,4313594
5761,4216484
5762,4817533
5763,4733910
5764,4776134
5765,4102985
5766,3780752
5767,4106344
5768,3924537
5769,4667676
5770,4271400
5771,3379208
5772,5089276
5773,4927671
5774,4042278
5775,4375807
5776,3467732
5777,4442331
5778,3232400
5779,3515198
5780,3656270
5781,3262470
5782,4734146
5783,3417587
5784,4408096
5785,4334214
5786,4357640
5787,4436004
5788,4614056
5789,3651131
5790,4486619
5791,3887227
5792,4274281
5793,4156091
5794,4276264
5795,4439694
5796,3690439
5797,4718178
5798,3746388
5799,4146412
5800,3420457
5801,3295480
5802,3565100
5803,4927288
5804,3875604
5805,4647709
5806,4475880
5807,4275711
5808,3343493
5809,3343202
5810,4739557
5811,4007640
5812,4000079
5813,3114237
5814,4455144
5815,3262805
5816,5006488
5817,3861144
5818,4015880
5819,3727695
5820,3518019
5821,4596923
5822,4911694
5823,5276231
5824,4138805
5825,3910684
5826,4596196
5827,4711250
5828,3888166
5829,4503063
5830,4441774
5831,5596605
5832,3825706
5833,4299957
5834,3725376
5835,4332492
5836,4830453
5837,4433046
5838,4778625
5839,4186222
5840,3212826
5841,4072369
5842,4246417
5843,4202363
5844,4106401
5845,3749807
5846,4073567
5847,4407514
5848,4350165
5849,4238114
5850,5055471
5851,4215958
5852,4153877
5853,5078526
5854,4994193
5855,4047581
5856,4949344
5857,3937379
5858,3640820
5859,3424057
5860,4173510
5861,4560432
5862,4378499
5863,3642686
5864,4510072
5865,5130571
5866,4031200
5867,3593906
5868,3900818
5869,4807540
5870,4854144
5871,4258937
5872,5147640
5873,3486371
5874,4131872
5875,3681673
5876,4012861
5877,5111089
5878,4434806
5879,5209063
5880,4560297
5881,4703721
5882,3818370
5883,4652602
5884,4039362
5885,3692033
5886,4639735
5887,3787789
5888,4311065
5889,4046276
5890,4492556
5891,3288039
5892,4819611
5893,4006345
5894,5199667
5895,4519753
5896,4049911
5897,4704616
5898,3993642
5899,4340391
5900,4083363
5901,4261773
5902,3348741
5903,4040036
5904,4297539
5905,3677036
5906,4268983
5907,3481353
5908,4544157
5909,4160662
5910,4184421
5911,3816552
5912,3713926
5913,4891643
5914,3833534
5915,4481161
5916,3544106
5917,4114352
5918,4543074
5919,4820313
5920,4551689
5921,3897477
5922,4826213
5923,3676312
5924,4283524
5925,4522308
5926,3682770
5927,4434779
5928,3840482
5929,4823400
5930,4285568
5931,4608195
5932,3280001
5933,4942245
5934,3069634
5935,4488129
5936,3353625
5937,5189177
5938,5270293
5939,4084174
5940,3611954
5941,4244572
5942,3345549
5943,5282905
5944,5156128
5945,5497807
5946,4467386
5947,4036324
5948,4114120
5949,4300493
5950,4054226
5951,3948333
5952,3938614
5953,3590997
5954,3940832
5955,4428687
5956,4007162
5957,3681741
5958,4892889
5959,4313552
5960,4356763
5961,3435729
5962,4129137
5963,3366618
5964,5205299
5965,3457211
5966,4006738
5967,4332616
5968,4218839
5969,5070799
5970,4465650
5971,5199679
5972,4279357
5973,5557012
5974,3841136
5975,3856090
5976,4400318
5977,4112778
5978,3576262
5979,4398870
5980,3950476
5981,2972985
5982,4252435
5983,4248179
5984,4007402
5985,4599111
5986,2763098
5987,4772496
5988,2975797
5989,3182138
5990,4532862
5991,4806500
5992,4105959
5993,5463534
5994,3657569
5995,4051508
5996,3914347
5997,3699864
5998,4680138
5999,4367960
6000,4628432
6001,3481853
6002,3466634
6003,4073338
6004,4271895
6005,3755435
6006,3973095
6007,4196306
6008,4752445
6009,3495228
6010,4367739
6011,4704478
6012,4437969
6013,5100746
6014,3442976
6015,3860483
6016,4741432
6017,4007927
6018,4470034
6019,4512391
6020,4137272
6021,4426710
6022,5082920
6023,3737800
6024,4618335
6025,4504207
6026,4843659
6027,4097886
6028,3551505
6029,4388859
6030,4387122
6031,4101870
6032,2976041
6033,4042757
6034,3986314
6035,4743741
6036,3689325
6037,3731726
6038,3041395
6039,4187849
6040,3742509
6041,3894830
6042,4060868
6043,5099133
6044,4349016
6045,3273895
6046,3214344
6047,3930610
6048,4390226
6049,4875707
6050,4691342
6051,4008006
6052,3331191
6053,4209317
6054,4114357
6055,5035860
6056,4932393
6057,3931758
6058,3309331
6059,4259578
6060,3674096
6061,5034459
6062,3217847
6063,3343377
6064,4287838
6065,5374278
6066,4662173
6067,3881136
6068,4019559
6069,4926832
6070,5009714
6071,3693730
6072,3769211
6073,3491126
6074,3797593
6075,4344109
6076,3471924
6077,4073717
6078,4549951
6079,4097285
6080,3620007
6081,3396627
6082,5236406
6083,4703480
6084,4271769
6085,3947647
6086,5842214
6087,4404664
6088,4436925
6089,4890270
6090,4457362
6091,3984785
6092,4368799
6093,3246570
6094,4323528
6095,3683989
6096,3218956
6097,4353714
6098,3854956
6099,3823432
6100,4937426
6101,4248122
6102,4183930
6103,3673257
6104,4491986
6105,4342836
6106,3891092
6107,4021755
6108,3905486
6109,4555587
6110,4328553
6111,4301962
6112,3721194
6113,3951949
6114,3796197
6115,3574078
6116,2939744
6117,4489863
6118,3528910
6119,4924359
6120,4683667
6121,4993863
6122,3614071
6123,4458242
6124,3734033
6125,4637536
6126,4251782
6127,3631377
6128,4940544
6129,4374202
6130,4402406
6131,4009449
6132,4711611
6133,4697074
6134,3735385
6135,4042896
6136,4066059
6137,3501967
6138,3915240
6139,3417814
6140,3666110
6141,5042048
6142,3923960
6143,3814229
6144,4826214
6145,3564732
6146,4493386
6147,5149799
6148,4024284
6149,3621398
6150,4023219
6151,3635054
6152,4463129
6153,3199324
6154,4388143
6155,4040750
6156,3908992
6157,3937940
6158,3885225
6159,4077442
6160,4856586
6161,4400900
6162,3768251
6163,4239278
6164,4318031
6165,4122772
6166,3476930
6167,4633116
6168,4455301
6169,3953522
6170,4332712
6171,4442106
6172,5114671
6173,3957848
6174,5051713
6175,4031656
6176,3832131
6177,4604497
6178,2387376
6179,2349259
6180,3526111
6181,4884212
6182,4043591
6183,3806533
6184,3995271
6185,4764395
6186,4146086
6187,4202713
6188,4499392
6189,4385774
6190,3421003
6191,5031541
6192,3078846
6193,4522587
6194,4430230
6195,3590989
6196,4266573
6197,3807885
6198,3328138
6199,4664283
6200,4738104
6201,5341542
6202,4118247
6203,4412648
6204,3612531
6205,3692228
6206,3737248
6207,3799037
6208,4959356
6209,3834156
6210,3976376
6211,5597131
6212,4817581
6213,4752504
6214,4714353
6215,2501339
6216,4032455
6217,4781964
6218,4618961
6219,4352172
6220,4136746
6221,5143955
6222,5508954
6223,4451436
6224,3958251
6225,3942213
6226,4349128
6227,3742969
6228,4599477
6229,4247596
6230,4907505
6231,5098252
6232,4636860
6233,4351961
6234,4210314
6235,3966153
6236,3857184
6237,4270157
6238,4290751
6239,4145756
6240,3336820
6241,3637886
6242,3633852
6243,3877009
6244,4142060
6245,3986876
6246,3913645
6247,4617163
6248,4933940
6249,2483443
6250,4253760
6251,3685640
6252,4414350
6253,4514605
6254,3872882
6255,5044955
6256,3998327
6257,3737096
6258,3456306
6259,4517487
6260,3055038
6261,3854423
6262,4176866
6263,4256563
6264,4031784
6265,4043728
6266,3975539
6267,5123086
6268,4361105
6269,3922689
6270,4837778
6271,3072485
6272,4664782
6273,4277708
6274,4439624
6275,4295471
6276,3764311
6277,4153393
6278,3879318
6279,4631485
6280,4586448
6281,4851470
6282,3656499
6283,3186355
6284,3916049
6285,4141337
6286,4813502
6287,4596267
6288,4914908
6289,4974565
6290,3611758
6291,4423061
6292,4278331
6293,5447465
6294,4027399
6295,3950688
6296,4070281
6297,4047959
6298,3753844
6299,4499391
6300,3810834
6301,3378508
6302,4030222
6303,4013119
6304,4066609
6305,3703179
6306,4297397
6307,3817132
6308,4528927
6309,4155832
6310,3665028
6311,3505242
6312,3066655
6313,4059982
6314,3566081
6315,3921200
6316,3950791
6317,4096893
6318,4788691
6319,3102031
6320,4399429
6321,3698797
6322,4714588
6323,3944882
6324,4671975
6325,3519861
6326,3610488
6327,3911023
6328,4495716
6329,5203750
6330,4475502
6331,4775895
6332,4089701
6333,3408982
6334,4073645
6335,4804977
6336,3541578
6337,4339284
6338,4119490
6339,4487148
6340,3720078
6341,3353736
6342,4179947
6343,4721538
6344,4123201
6345,3758258
6346,5272908
6347,3654286
6348,4760136
6349,3984496
6350,4310384
6351,4271960
6352,4564915
6353,4642896
6354,4012063
6355,4434537
6356,4269275
6357,5169926
6358,3695011
6359,4234164
6360,3702530
6361,4545806
6362,3706965
6363,3622190
6364,4479069
6365,3620065
6366,4267459
6367,4267390
6368,4342791
6369,3987560
6370,5458736
6371,4771017
6372,4481375
6373,4342618
6374,4339654
6375,3857612
6376,3326388
6377,3490135
6378,4764423
6379,4192675
6380,3101468
6381,3844889
6382,3433921
6383,4786520
6384,4049283
6385,4306975
6386,3898572
6387,3711164
6388,3775676
6389,4306342
6390,3248481
6391,4036455
6392,3978883
6393,4843198
6394,4052337
6395,4430253
6396,3714031
6397,5357409
6398,3302491
6399,4647622
6400,4376442
6401,5078628
6402,4575981
6403,4247498
6404,3323497
6405,3528579
6406,4460949
6407,4004407
6408,4151981
6409,3632098
6410,4379069
6411,4660282
6412,4562228
6413,4680586
6414,5027951
6415,4316945
6416,4318235
6417,4224913
6418,4883106
6419,4031298
6420,4464856
6421,3101826
6422,4160986
6423,4854927
6424,3511904
6425,3659609
6426,4753197
6427,3928095
6428,4250542
6429,4624377
6430,4283146
6431,4446470
6432,4558131
6433,3998858
6434,3722477
6435,4628777
6436,3495558
6437,4421976
6438,4403003
6439,3356966
6440,4604520
6441,4940004
6442,3649713
6443,3886906
6444,4210513
6445,5176467
6446,4677157
6447,4768525
6448,4280561
6449,3359783
6450,5046257
6451,3505362
6452,4910801
6453,5499179
6454,4637531
6455,4235011
6456,4080170
6457,3723425
6458,3973435
6459,4005238
6460,4687231
6461,4591822
6462,4339839
6463,4823388
6464,3578458
6465,4068080
6466,3532393
6467,4303386
6468,4627795
6469,4721250
6470,3654820
6471,3591978
6472,5250986
6473,4220377
6474,4363409
6475,4464547
6476,2640260
6477,4974330
6478,3492710
6479,4121620
6480,4527239
6481,4765856
6482,3870438
6483,4993661
6484,4049785
6485,3975222
6486,4565834
6487,4186171
6488,4627480
6489,4318458
6490,4571775
6491,3861946
6492,4315110
6493,4691024
6494,3916631
6495,4349442
6496,4426452
6497,5185329
6498,4867147
6499,4176401
6500,5281540
6501,4589913
6502,3686054
6503,4838390
6504,3727714
6505,4182316
6506,4185027
6507,3283385
6508,4166194
6509,4177972
6510,3437408
6511,4231289
6512,3815017
6513,3803793
6514,4485021
6515,3619353
6516,4489284
6517,4165737
6518,4005362
6519,4236463
6520,4086174
6521,4593696
6522,4648937
6523,4317711
6524,4529786
6525,3827168
6526,4209776
6527,3502913
6528,3591090
6529,5071598
6530,4528391
6531,3726221
6532,5891357
6533,3446808
6534,4687163
6535,4031286
6536,3936093
6537,4670788
6538,5034792
6539,4281869
6540,4587922
6541,4395330
6542,3569878
6543,4323207
6544,4456598
6545,4622753
6546,4890718
6547,3710467
6548,4529678
6549,3195281
6550,4266612
6551,4393363
6552,3649713
6553,3374651
6554,3789618
6555,4968074
6556,3585805
6557,4727565
6558,3936641
6559,4223241
6560,4869669
6561,3806270
6562,4062245
6563,4352514
6564,3883856
6565,4373553
6566,4752991
6567,4592852
6568,3178502
6569,3912427
6570,3091287
6571,4622507
6572,3791488
6573,4080012
6574,3844489
6575,4655053
6576,3669130
6577,4306518
6578,4590935
6579,4944059
6580,4903703
6581,3579523
6582,3653777
6583,4014772
6584,3314172
6585,4950452
6586,3293865
6587,5283214
6588,4992995
6589,3347906
6590,4566866
6591,4539116
6592,5287835
6593,3717230
6594,4895156
6595,4550876
6596,4028643
6597,4008152
6598,3484427
6599,3832186
6600,4386915
6601,4264018
6602,3127783
6603,4105447
6604,5249381
6605,4282495
6606,4716974
6607,4159451
6608,4288978
6609,4019257
6610,3259151
6611,4174476
6612,4504672
6613,4519697
6614,5100479
6615,2731425
6616,4022930
6617,3491204
6618,3324187
6619,3991710
6620,3910230
6621,4072549
6622,4332834
6623,3448594
6624,3517099
6625,3741231
6626,5201548
6627,4537865
6628,4094384
6629,5106189
6630,4467385
6631,5573003
6632,3606811
6633,3941540
6634,4271344
6635,4713285
6636,3670481
6637,3789449
6638,4883112
6639,4275145
6640,2525755
6641,4651941
6642,4358401
6643,4413201
6644,4767448
6645,4576458
6646,4818330
6647,4557076
6648,4133196
6649,3122949
6650,4406574
6651,4230275
6652,4655317
6653,3865123
6654,4367859
6655,4894392
6656,4840861
6657,3457058
6658,3725859
6659,4015195
6660,2917772
6661,4470365
6662,5118758
6663,3725495
6664,4327586
6665,3939898
6666,3742255
6667,3841197
6668,3816067
6669,4126973
6670,4320961
6671,4298436
6672,3970281
6673,4777287
6674,4703359
6675,4607382
6676,3743759
6677,3670514
6678,3342911
6679,3872928
6680,4065403
6681,4103172
6682,3543433
6683,3743332
6684,4557222
6685,3509697
6686,4088244
6687,3020235
6688,2672013
6689,4256488
6690,3732946
6691,3538493
6692,4868986
6693,3768296
6694,3620546
6695,3827540
6696,3566349
6697,5076013
6698,6217085
6699,4250943
6700,3780918
6701,3937683
6702,4561008
6703,4374162
6704,4434109
6705,3772880
6706,4868863
6707,4381324
6708,4357465
6709,4167184
6710,4662253
6711,4870404
6712,5453582
6713,3768641
6714,4086110
6715,4652012
6716,4494908
6717,3666210
6718,3384196
6719,3468750
6720,3578433
6721,3740175
6722,4848338
6723,3597793
6724,3438947
6725,3837469
6726,4380315
6727,4959025
6728,4359263
6729,3523014
6730,3375064
6731,4371450
6732,3908752
6733,4101443
6734,4121174
6735,4719753
6736,5580171
6737,3705163
6738,3911033
6739,3861572
6740,3585890
6741,3673401
6742,4413241
6743,4924417
6744,3949488
6745,4544715
6746,3615412
6747,4871003
6748,3051421
6749,4417141
6750,5139242
6751,4601677
6752,4716025
6753,3584375
6754,4658031
6755,3778616
6756,5076511
6757,4880560
6758,6126212
6759,4701024
6760,3533515
6761,4816093
6762,4413013
6763,3901141
6764,4793046
6765,3832810
6766,3353327
6767,4648898
6768,5177350
6769,5108272
6770,2838156
6771,3268023
6772,4723176
6773,4061767
6774,4476916
6775,3397921
6776,3598431
6777,3546880
6778,3114480
6779,5026366
6780,4797773
6781,4471754
6782,3884687
6783,4437829
6784,4483611
6785,3882201
6786,4376626
6787,4129926
6788,4209733
6789,4901523
6790,4036882
6791,3465472
6792,3682685
6793,3197657
6794,3887885
6795,5804860
6796,4261283
6797,3896954
6798,3254784
6799,4833901
6800,4189464
6801,4376117
6802,4576557
6803,4195583
6804,4761178
6805,4990925
6806,3763694
6807,4165556
6808,3757582
6809,4207676
6810,4435939
6811,4396551
6812,4180533
6813,3429392
6814,3067674
6815,3784259
6816,4644438
6817,4204452
6818,5057738
6819,4312206
6820,4217510
6821,4503794
6822,3073553
6823,4007143
6824,4881200
6825,3989551
6826,3964257
6827,4285309
6828,3763706
6829,4966832
6830,3637251
6831,5039344
6832,2821524
6833,4986783
6834,5074026
6835,4423486
6836,5316067
6837,4253591
6838,4408486
6839,3248483
6840,4535960
6841,4310133
6842,3391018
6843,5098865
6844,3857887
6845,5000722
6846,3964345
6847,4545575
6848,2922910
6849,4594571
6850,3523452
6851,3709982
6852,3886497
6853,4081528
6854,3503211
6855,3866580
6856,3291864
6857,3973727
6858,4253060
6859,3854390
6860,4107091
6861,5721693
6862,4168242
6863,3508104
6864,3089213
6865,4494337
6866,4352191
6867,4156851
6868,4415376
6869,3915060
6870,3286693
6871,3463960
6872,3223176
6873,3260013
6874,4243737
6875,5167159
6876,4090319
6877,4594474
6878,4671462
6879,3510731
6880,4498543
6881,5147651
6882,4100679
6883,3761046
6884,3689751
6885,3726945
6886,3870141
6887,3590479
6888,4127060
6889,3998779
6890,4612111
6891,4543480
6892,3655874
6893,4130032
6894,2661985
6895,3846723
6896,5279207
6897,4413698
6898,4861317
6899,4150603
6900,3556254
6901,4285505
6902,4109873
6903,3054162
6904,4732429
6905,2983168
6906,3406165
6907,4157302
6908,4878999
6909,4878510
6910,3443357
6911,4642839
6912,4690626
6913,2499276
6914,4218724
6915,4217576
6916,4598431
6917,3359946
6918,4128032
6919,4362753
6920,4164822
6921,4583747
6922,5098332
6923,3512946
6924,3426085
6925,5187946
6926,4568722
6927,4189212
6928,4076469
6929,4760904
6930,3796782
6931,3620458
6932,4823819
6933,3765551
6934,4152189
6935,4012124
6936,4467564
6937,3678313
6938,3951884
6939,3901211
6940,4590049
6941,4367676
6942,4519168
6943,6064133
6944,2931418
6945,3836827
6946,4301717
6947,3322912
6948,3693563
6949,2917289
6950,4527507
6951,4472791
6952,3541003
6953,4442074
6954,5042399
6955,5174157
6956,5358160
6957,4663918
6958,4670625
6959,4798516
6960,4051652
6961,5555339
6962,5003999
6963,4205735
6964,4624350
6965,4330028
6966,4443471
6967,2513088
6968,3519011
6969,4588625
6970,5565817
6971,4840159
6972,3775949
6973,3804292
6974,4605254
6975,5141992
6976,4554589
6977,4132710
6978,4348462
6979,4847627
6980,4953592
6981,3983604
6982,4069596
6983,3816278
6984,4537794
6985,3806403
6986,4023616
6987,3843469
6988,4460359
6989,4370183
6990,4525671
6991,3715644
6992,3837140
6993,3790887
6994,4466424
6995,4155444
6996,4309316
6997,4171594
6998,3197143
6999,4343405
7000,5254331
7001,4263649
7002,3890866
7003,5090092
7004,4499552
7005,4830185
7006,4376246
7007,4359119
7008,4992196
7009,3488793
7010,5411521
7011,4149273
7012,4141055
7013,4815803
7014,3801378
7015,4368823
7016,4645931
7017,3453671
7018,3686978
7019,4005589
7020,4409390
7021,3631106
7022,4163131
7023,4357416
7024,4283456
7025,4653704
7026,3561180
7027,4133566
7028,3599581
7029,4203507
7030,4128105
7031,2897020
7032,4685697
7033,4248658
7034,3472047
7035,5608286
7036,3409294
7037,4818520
7038,3821749
7039,3091891
7040,4768924
7041,4764799
7042,4065083
7043,4001144
7044,4525497
7045,3943232
7046,4360981
7047,3746803
7048,4605285
7049,3836510
7050,3422765
7051,4763280
7052,3986775
7053,4566115
7054,4045919
7055,4856359
7056,4230057
7057,5265790
7058,4920134
7059,5125322
7060,5508492
7061,4581653
7062,4574541
7063,3399419
7064,2489237
7065,4513507
7066,4823630
7067,5065494
7068,3349490
7069,3464681
7070,3317837
7071,4072370
7072,3729496
7073,3667596
7074,3806278
7075,4475286
7076,3980331
7077,4576823
7078,5271900
7079,3946406
7080,3664800
7081,4210498
7082,3232483
7083,4315025
7084,4164819
7085,3725024
7086,3966425
7087,2993898
7088,2779758
7089,4430153
7090,5640191
7091,4633175
7092,3124146
7093,4798544
7094,5335090
7095,3948880
7096,4811924
7097,3616010
7098,4459676
7099,3375145
7100,2903651
7101,4344039
7102,4027398
7103,4810879
7104,3422874
7105,3697140
7106,5160900
7107,2761974
7108,4472287
7109,4495610
7110,4105511
7111,3782937
7112,4297772
7113,4661812
7114,3948633
7115,4147824
7116,4742649
7117,4679674
7118,4666034
7119,3978017
7120,4670234
7121,4826822
7122,3650710
7123,4069867
7124,3773572
7125,4948995
7126,4056076
7127,5297613
7128,4171031
7129,4419412
7130,4421514
7131,3575561
7132,3747055
7133,3711303
7134,4510641
7135,3901354
7136,4384676
7137,3868614
7138,4272899
7139,3635223
7140,4911861
7141,3706398
7142,4267730
7143,4892354
7144,3712974
7145,4940080
7146,4409561
7147,4303539
7148,3910193
7149,4444390
7150,3908256
7151,4173841
7152,4350963
7153,4356277
7154,4270502
7155,5221376
7156,3394407
7157,4521420
7158,3571085
7159,4660644
7160,5616044
7161,4535434
7162,3227913
7163,3885066
7164,3223015
7165,4610108
7166,4095872
7167,3754181
7168,5797720
7169,4713090
7170,4384197
7171,3705152
7172,4810052
7173,4498683
7174,4300922
7175,4438839
7176,3812398
7177,3867092
7178,4436291
7179,5293314
7180,3956741
7181,4618670
7182,3175539
7183,4833014
7184,4869126
7185,3313298
7186,4743304
7187,5222932
7188,5371702
7189,6038607
7190,3873546
7191,3358692
7192,4120668
7193,4419693
7194,3767249
7195,4555742
7196,4037340
7197,4129571
7198,3379343
7199,4618180
7200,4506136
7201,3938385
7202,3169054
7203,5130506
7204,4940972
7205,3334791
7206,4490978
7207,4051027
7208,5257736
7209,4113355
7210,3321752
7211,4170013
7212,4902860
7213,3553059
7214,4398805
7215,3549140
7216,4141857
7217,4094819
7218,4076708
7219,4214592
7220,4524693
7221,2802068
7222,4067278
7223,4190268
7224,3477978
7225,5033540
7226,4760460
7227,5595133
7228,3906709
7229,4334481
7230,4676184
7231,3424301
7232,3843812
7233,5591892
7234,3008497
7235,5085622
7236,4472477
7237,3545059
7238,4622107
7239,4714804
7240,2836853
7241,3566096
7242,3770444
7243,3645544
7244,2852706
7245,3774063
7246,4721795
7247,4151731
7248,2759939
7249,4127684
7250,5023577
7251,4478227
7252,4018185
7253,3910184
7254,4126364
7255,4166975
7256,4880625
7257,4648218
7258,4880135
7259,3522430
7260,5243278
7261,3770360
7262,3280474
7263,4763746
7264,4181046
7265,3586883
7266,4176659
7267,4003375
7268,5049655
7269,4616272
7270,4576888
7271,4050497
7272,4524835
7273,4771865
7274,4001529
